0.40;-0.92;-0.04;10.86;-1.65;-4.70;19.71;53.81;76.92
0.38;-0.95;-0.06;10.93;-1.04;-3.23;19.48;53.21;77.73
0.39;-0.93;-0.07;11.96;1.28;-3.17;18.69;52.65;78.61
0.38;-0.94;-0.08;12.57;0.31;-3.85;18.87;52.47;79.42
0.35;-0.94;-0.12;11.90;0.98;-3.54;18.73;52.12;80.63
0.36;-0.95;-0.12;10.07;-1.10;-2.32;18.92;51.88;79.79
0.34;-0.94;-0.15;7.63;0.00;-0.61;18.13;51.56;81.08
0.32;-0.95;-0.16;6.10;1.89;1.04;18.20;51.05;80.71
0.38;-0.94;-0.13;3.66;0.67;-0.67;18.29;51.46;81.05
0.34;-0.95;-0.15;2.01;-3.60;-0.18;17.76;51.05;81.05
0.35;-0.95;-0.13;-0.98;-1.40;1.89;17.91;51.26;81.97
0.32;-0.97;-0.19;-3.60;0.92;1.46;17.74;51.34;81.36
0.34;-0.96;-0.12;-9.52;1.40;7.32;17.80;52.10;80.80
0.38;-0.93;-0.11;-6.90;-2.01;7.63;18.70;51.84;81.38
0.33;-0.95;-0.13;-5.62;1.71;3.42;18.10;52.87;80.65
0.35;-0.95;-0.12;-3.48;0.31;3.48;17.65;52.36;80.08
0.34;-0.94;-0.11;-1.46;-2.26;-0.31;18.15;52.03;80.96
0.39;-0.94;-0.11;-0.73;-2.20;-1.22;17.80;52.44;79.55
0.32;-0.95;-0.11;-0.43;-3.48;-1.22;17.69;51.79;79.47
0.33;-0.95;-0.20;0.18;-7.02;3.05;17.90;52.27;80.04
0.34;-0.94;-0.11;3.72;-8.61;5.19;17.91;52.11;80.33
0.29;-1.00;-0.07;3.97;-5.19;-1.04;17.88;51.86;79.35
0.42;-0.95;-0.09;5.92;4.33;-4.88;17.70;52.15;80.55
0.30;-0.97;-0.12;10.93;4.58;-10.31;17.46;51.57;81.20
0.35;-1.02;-0.13;12.82;11.60;-12.39;16.04;51.61;82.20
0.66;-1.18;-0.20;12.63;15.63;-20.14;15.81;51.37;82.39
0.53;-1.32;0.00;-0.43;29.72;-14.95;13.95;51.15;81.57
0.37;-1.05;-0.02;-22.28;36.32;10.99;12.76;52.28;81.73
0.04;-0.77;-0.28;-39.00;26.00;33.20;12.52;53.15;81.57
0.05;-0.58;-0.35;-11.41;24.96;5.13;12.02;53.85;79.97
-0.01;-0.79;-0.14;6.04;31.43;-15.63;11.11;53.76;79.96
0.03;-0.98;0.04;8.48;14.53;-13.79;9.95;53.32;80.66
0.02;-0.88;-0.48;9.09;-21.42;-8.48;10.19;52.94;81.47
0.17;-0.88;-0.38;0.92;17.58;0.43;9.80;53.08;80.80
0.25;-0.98;-0.11;1.89;15.08;5.37;10.02;52.21;80.22
0.44;-0.97;-0.18;3.85;-4.64;12.76;10.05;52.01;80.97
0.18;-0.99;-0.19;-1.83;1.04;16.97;10.14;52.51;81.23
0.09;-0.91;-0.16;-3.97;-5.55;20.45;11.05;52.22;79.91
0.28;-0.88;-0.21;-4.70;-8.48;25.27;12.06;52.22;80.66
0.45;-0.92;-0.25;-10.74;7.51;26.37;12.71;52.39;81.90
0.37;-1.02;-0.03;-5.43;-7.08;31.49;13.33;52.33;81.05
