0.16;-0.91;0.15;1.22;17.33;16.24;35.88;48.57;36.80
0.16;-0.99;0.13;-1.77;-2.87;2.81;35.69;48.40;35.35
0.16;-0.99;0.13;-0.73;-1.53;4.58;35.78;48.50;35.82
0.16;-0.99;0.12;-0.73;-0.67;5.31;35.41;48.54;36.36
0.16;-0.99;0.12;-0.61;0.18;6.16;36.06;48.19;36.18
0.17;-0.99;0.12;-0.73;0.79;6.77;35.99;48.58;34.48
0.17;-0.99;0.12;-0.43;0.67;6.53;36.74;48.46;36.19
0.17;-0.99;0.12;-0.49;0.67;5.74;36.23;48.25;36.38
0.17;-0.99;0.12;-0.49;0.43;5.19;35.83;48.38;37.10
0.17;-0.99;0.12;-0.73;0.31;5.13;36.00;48.66;36.32
0.17;-0.99;0.12;-0.92;0.12;4.76;35.69;48.44;35.94
0.18;-0.99;0.12;-1.28;0.37;4.39;36.62;48.32;37.06
0.18;-0.99;0.12;-1.46;0.55;4.09;36.67;48.40;35.94
0.17;-0.99;0.12;-0.79;1.22;3.66;36.18;48.58;37.54
0.17;-0.99;0.12;-0.37;1.40;4.09;36.60;48.63;37.57
0.17;-0.99;0.12;0.24;2.44;5.74;36.24;48.67;37.46
0.17;-0.99;0.12;0.79;3.85;8.42;36.45;48.96;36.89
0.18;-0.99;0.11;0.98;4.46;10.25;36.63;48.69;37.84
0.19;-0.99;0.11;0.98;5.55;10.99;36.58;48.54;37.30
0.20;-0.99;0.10;0.37;6.53;11.11;37.17;48.47;37.43
0.21;-0.98;0.10;0.85;5.80;11.23;37.38;48.65;38.26
0.22;-0.98;0.09;0.61;4.70;10.19;38.29;48.54;37.63
0.23;-0.98;0.09;0.79;2.93;7.87;38.11;48.33;37.57
0.23;-0.98;0.09;0.24;1.28;5.43;38.57;48.54;37.81
0.22;-0.98;0.09;-0.37;2.38;5.19;38.16;48.67;38.68
0.23;-0.98;0.09;0.37;1.89;6.77;38.77;48.99;38.96
0.23;-0.98;0.09;0.67;2.01;7.39;38.59;48.61;39.16
0.24;-0.98;0.08;0.37;1.83;6.96;38.67;48.77;38.66
0.24;-0.98;0.08;1.10;-0.85;6.59;38.49;48.49;39.86
0.23;-0.98;0.07;-0.73;-0.12;5.74;38.68;48.57;39.01
0.24;-0.98;0.08;-1.04;0.06;5.31;38.88;48.17;38.48
0.24;-0.98;0.08;-1.34;-0.24;5.68;39.15;48.24;39.03
0.25;-0.99;0.08;-1.53;-0.12;4.76;39.39;48.10;38.99
0.25;-0.98;0.08;-2.20;-2.32;4.39;38.95;48.67;39.43
0.25;-0.97;0.08;-4.64;-10.13;7.57;38.53;49.01;38.90
0.22;-0.98;0.10;-3.91;-5.49;5.19;38.32;49.05;39.42
0.25;-0.97;0.09;-3.05;-1.77;7.32;38.76;49.00;37.85
0.24;-0.98;0.10;-2.75;-0.85;6.29;38.27;48.51;38.64
0.25;-0.97;0.09;-2.32;1.46;6.29;38.15;48.85;36.84
0.27;-0.97;0.11;-0.12;-0.49;5.43;39.05;48.55;38.44
0.26;-0.97;0.08;-1.77;-1.65;3.78;38.79;48.54;37.76
0.27;-0.97;0.07;-2.32;-0.18;1.83;38.35;48.40;38.16
0.26;-0.97;0.07;-0.79;-2.38;-1.28;38.29;49.02;38.32
0.24;-0.98;0.09;-0.12;-0.37;-3.66;37.68;48.65;37.93
0.24;-0.99;0.11;1.34;5.37;-4.76;38.45;48.46;38.62
0.23;-0.99;0.09;0.98;3.11;-5.80;38.67;47.96;39.50
0.20;-0.99;0.08;-0.55;1.46;-3.11;38.35;48.27;37.81
0.20;-0.99;0.09;-1.89;2.08;1.65;38.77;48.21;38.98
0.21;-0.99;0.08;-1.95;1.16;4.46;39.17;47.61;38.31
0.21;-0.99;0.08;-2.20;0.18;5.68;39.27;48.55;39.28
0.21;-0.99;0.08;-2.99;0.55;6.90;38.85;48.52;38.39
0.22;-0.99;0.09;-2.99;0.31;6.53;38.85;48.63;38.45
0.22;-0.98;0.09;-2.38;-0.43;6.84;38.85;48.27;38.39
0.23;-0.98;0.09;-2.08;-0.61;6.29;38.64;48.72;38.61
0.23;-0.98;0.09;-1.95;-0.98;5.00;38.44;48.86;39.16
0.22;-0.98;0.09;-2.01;-0.85;4.15;38.71;47.96;38.90
0.22;-0.98;0.09;-2.14;-1.22;3.42;38.18;48.30;39.42
0.22;-0.98;0.09;-1.71;-1.65;3.11;38.07;48.13;39.90
0.24;-0.99;0.08;-1.40;-4.94;4.15;39.21;48.55;38.67
0.22;-0.97;0.10;-5.74;-13.49;7.26;37.33;49.01;38.76
0.24;-0.98;0.10;-2.99;-13.49;-2.81;37.45;49.55;38.46
0.18;-0.99;0.12;-2.93;-8.79;-4.27;37.10;49.78;36.87
0.20;-0.99;0.11;-2.69;-3.23;-1.34;36.98;49.30;37.22
0.28;-0.99;0.11;-4.52;2.62;-8.54;36.62;48.95;36.23
0.24;-1.10;0.16;-8.00;3.11;-17.58;36.68;48.95;38.32
0.31;-1.29;0.20;-9.16;10.93;-23.80;35.84;49.55;36.82
0.31;-1.28;0.20;-10.62;22.89;-26.37;35.64;50.16;37.61
0.30;-0.92;0.12;-12.45;37.17;-23.01;35.50;50.00;37.76
0.05;-0.71;0.02;-18.80;35.10;-10.93;34.46;49.78;36.96
-0.20;-0.67;0.06;-10.01;43.82;-2.75;34.92;50.43;37.71
-0.40;-0.78;0.13;5.00;1.77;4.46;35.30;51.07;38.81
-0.27;-0.85;0.13;6.47;-51.33;17.82;34.84;50.89;37.16
-0.02;-0.83;0.14;8.06;-41.32;23.38;34.29;50.62;37.02
0.09;-0.74;0.37;2.38;33.94;19.17;35.18;50.67;38.35
0.34;-0.93;-0.03;7.93;-35.52;34.85;35.13;50.28;38.90
0.36;-1.16;-0.23;5.49;-56.46;39.31;35.68;50.45;36.65
0.59;-1.44;0.33;2.38;-2.75;45.78;36.69;49.08;37.19
0.21;-0.85;0.34;5.37;-12.88;4.94;35.74;49.87;36.54
0.12;-1.00;-0.01;0.73;-15.56;13.06;35.79;49.26;36.77
0.24;-0.98;0.16;-1.10;7.57;15.08;36.28;49.51;37.45
0.28;-0.97;0.13;2.26;-8.79;18.74;37.06;48.83;36.62
0.23;-0.98;0.15;3.17;-7.26;16.91;37.23;48.78;36.41
0.27;-0.97;0.10;3.11;-3.42;12.57;37.55;48.02;36.50
0.26;-0.97;0.10;2.93;-5.74;12.15;37.39;48.67;37.41
0.27;-0.97;0.12;1.83;-4.33;10.44;37.59;48.58;36.16
0.28;-0.97;0.09;0.43;-3.11;7.14;38.20;48.41;38.68
0.28;-0.97;0.12;-1.10;-1.16;5.37;38.09;48.62;37.49
0.28;-0.97;0.11;-1.65;-0.73;3.42;38.26;48.46;37.87
0.28;-0.97;0.11;-3.97;2.44;1.89;37.71;48.85;37.38
0.29;-0.97;0.10;-4.03;1.59;-1.77;37.50;48.52;37.60
0.28;-0.97;0.11;-3.72;0.92;-4.76;37.94;48.91;37.13
0.26;-0.97;0.12;-5.49;4.21;-7.93;37.90;48.66;37.05
0.37;-0.96;0.10;-5.98;7.75;-16.24;38.01;49.22;36.56
0.23;-1.14;0.17;-6.10;7.08;-30.94;37.19;48.85;37.23
0.36;-1.28;0.18;-3.60;32.35;-31.25;36.76;49.60;38.00
0.38;-1.33;0.31;-10.68;37.60;-28.81;36.23;49.78;38.49
0.42;-0.82;0.13;-17.46;32.17;-15.56;36.30;50.16;37.84
-0.11;-0.63;0.03;-15.81;2.62;-5.74;34.92;50.65;38.39
-0.47;-0.74;0.03;-6.90;15.50;-4.94;35.35;49.91;37.46
-0.18;-0.92;0.11;-0.18;13.85;-4.82;35.45;50.18;38.07
