0.48;-0.80;0.10;1.10;17.40;16.17;48.12;39.28;39.95
0.52;-0.87;0.05;-2.99;-1.65;2.69;48.30;38.83;41.11
0.52;-0.87;0.05;-1.83;-0.98;4.33;48.30;38.99;41.22
0.52;-0.87;0.05;-1.71;-0.49;4.94;48.02;38.65;41.46
0.52;-0.87;0.05;-1.71;-0.55;4.94;48.24;38.70;40.30
0.52;-0.87;0.05;-1.83;-0.73;4.52;48.44;39.03;40.98
0.52;-0.87;0.05;-2.08;-0.43;4.64;48.61;38.76;40.60
0.54;-0.86;0.05;-2.14;-0.85;2.26;48.23;38.82;40.81
0.51;-0.87;0.05;-2.20;-1.34;2.56;48.46;38.88;40.65
0.52;-0.87;0.06;-1.71;-0.24;3.78;48.41;39.12;39.83
0.52;-0.87;0.06;-1.77;-0.92;3.66;48.47;39.22;39.71
0.52;-0.86;0.05;-1.59;-1.04;3.54;48.11;39.39;41.17
0.51;-0.87;0.06;-1.22;-1.40;3.48;48.44;38.67;41.27
0.51;-0.87;0.06;-1.40;-1.40;3.66;47.94;39.15;41.76
0.51;-0.87;0.06;-1.10;-1.34;3.66;48.29;38.83;41.25
0.51;-0.87;0.06;-1.22;-2.20;3.60;47.94;39.76;40.72
0.52;-0.87;0.06;-1.59;-1.10;3.05;47.57;39.40;41.15
0.51;-0.87;0.06;-1.16;-0.98;4.03;47.55;38.95;40.23
0.51;-0.87;0.06;-1.10;-0.98;4.39;48.40;39.38;40.59
0.53;-0.87;0.06;-1.16;-4.09;7.32;47.96;38.68;41.15
0.52;-0.87;0.07;-1.28;-4.70;6.47;47.90;38.89;40.01
0.51;-0.88;0.07;-0.79;-6.90;5.07;47.51;38.59;40.12
0.50;-0.87;0.08;-1.22;-3.72;8.18;47.84;38.77;39.59
0.53;-0.86;0.06;-1.65;-2.01;3.97;47.55;38.93;39.45
0.51;-0.87;0.08;-2.14;-2.44;2.44;48.17;38.78;39.33
0.52;-0.86;0.07;-1.83;-1.16;1.95;47.33;38.83;39.15
0.51;-0.87;0.07;-1.95;-1.34;0.73;47.92;39.05;39.44
0.51;-0.87;0.08;-2.20;-0.67;-1.22;47.22;39.00;39.43
0.52;-0.86;0.09;-3.23;2.20;-3.42;46.91;39.23;40.53
0.49;-0.90;0.08;-3.17;1.83;-5.19;47.38;38.96;39.75
0.48;-0.89;0.10;-4.21;5.86;-4.21;47.23;39.61;39.77
0.51;-0.89;0.08;-7.81;5.74;-0.43;47.66;39.73;38.67
0.55;-0.94;0.09;-6.41;-1.40;-4.09;46.81;39.47;40.60
0.54;-1.02;0.14;-5.86;-2.08;-7.45;47.06;39.97;40.01
0.55;-0.99;0.15;-4.21;1.71;-8.67;46.50;39.81;38.93
0.48;-0.90;0.10;-5.37;1.10;-7.45;46.45;40.77;37.65
0.38;-0.87;0.12;-15.32;8.12;-3.42;45.87;40.86;39.45
0.37;-0.81;0.15;-10.93;4.58;-4.82;46.06;40.82;40.00
0.31;-0.90;0.02;-5.37;-5.07;-0.18;45.52;40.86;37.40
0.45;-0.91;0.07;-6.77;1.53;0.00;45.64;41.03;38.87
0.50;-0.88;0.12;-1.59;-2.08;-0.49;45.58;40.58;37.82
0.43;-0.93;-0.02;2.08;-4.88;-4.27;44.87;41.35;38.13
0.29;-0.91;0.21;-7.39;14.34;-5.07;44.91;40.89;39.14
0.32;-0.89;0.23;-5.00;9.22;4.03;45.37;41.26;38.40
0.31;-0.92;0.05;1.04;-8.06;7.69;45.29;40.98;39.82
0.33;-0.92;0.09;-2.56;1.10;4.21;45.53;41.60;39.51
0.40;-0.90;0.20;-3.66;5.86;7.75;45.69;41.80;39.60
0.40;-0.93;0.11;0.79;-2.99;9.89;45.14;41.25;39.75
0.43;-0.92;0.09;-3.11;3.97;7.63;45.61;41.31;40.61
0.42;-0.90;0.20;-3.60;5.07;7.20;44.87;41.43;39.97
0.42;-0.90;0.12;-1.40;-1.83;6.41;46.02;41.05;39.48
0.46;-0.92;0.07;-5.13;2.32;5.98;45.36;41.15;40.55
0.38;-0.91;0.12;-2.20;0.43;4.70;45.90;40.67;39.28
0.35;-0.93;0.12;1.59;-4.15;4.88;45.30;40.88;38.78
0.38;-0.92;0.11;0.85;-0.12;8.61;45.74;40.69;38.31
0.19;-0.91;0.16;3.91;-2.81;15.38;45.45;41.03;39.05
0.15;-0.81;0.09;6.29;-2.81;29.48;46.20;40.43;39.67
0.31;-0.83;0.22;-13.06;22.52;23.99;46.48;39.05;39.27
0.46;-0.79;-0.05;12.08;-6.65;41.99;47.64;38.34;40.53
0.71;-0.96;0.00;-1.16;7.32;22.22;48.79;37.70;41.06
0.86;-0.74;0.19;0.24;14.22;28.87;49.28;36.72;41.19
0.70;-0.98;0.21;7.51;-3.78;12.76;48.97;37.99;41.77
0.53;-0.82;0.17;8.54;-1.04;23.32;49.56;37.19;42.91
0.64;-0.93;-0.03;0.31;-5.00;13.43;49.66;36.89;41.65
0.61;-0.80;0.10;6.04;-16.72;18.37;49.78;36.19;41.64
0.55;-0.85;0.08;4.88;-17.94;14.16;50.39;34.85;41.30
0.60;-0.82;0.10;3.23;-10.01;7.20;50.07;35.08;40.82
0.55;-0.85;0.13;-0.73;-4.15;6.71;49.98;35.66;40.30
0.60;-0.80;0.08;-1.28;-2.99;5.25;49.85;36.30;41.39
0.58;-0.83;0.08;-1.34;-3.23;4.39;49.79;35.79;40.73
0.59;-0.81;0.10;-2.08;-1.46;3.72;49.87;36.02;40.49
0.58;-0.82;0.09;-1.71;-0.98;2.50;49.12;35.29;40.38
0.59;-0.82;0.09;-2.38;0.06;3.30;49.56;35.28;40.98
0.58;-0.83;0.09;-2.44;1.10;2.50;49.26;35.73;40.66
0.60;-0.82;0.09;-2.69;2.01;1.46;49.49;36.06;40.52
0.58;-0.83;0.09;-2.50;0.67;-0.43;49.04;35.97;41.13
0.61;-0.82;0.10;-2.81;0.43;-6.35;49.80;36.27;41.03
0.58;-0.87;0.12;-0.92;-6.35;-9.95;49.34;36.68;40.93
0.62;-0.90;0.13;-5.37;-1.16;-11.78;48.68;36.99;39.38
0.63;-0.90;0.13;-4.76;-2.62;-6.77;48.55;37.88;39.54
0.65;-0.97;0.05;-2.44;1.65;-7.81;48.38;37.52;40.08
0.67;-0.89;0.09;-9.22;16.48;-7.32;48.54;37.52;40.16
0.53;-0.77;0.11;-7.87;9.89;-7.57;48.34;37.94;41.21
0.39;-0.76;0.08;-8.06;2.38;-5.80;47.92;38.44;40.21
0.32;-0.80;0.11;-5.37;0.43;-3.66;47.67;38.26;40.36
