65;91;14;5.98;-2.08;33.08;-3.27;53.98;-11.95
75;115;13;9.58;-6.41;-10.93;22.96;55.30;-8.19
40;99;14;5.80;-29.42;-43.15;13.82;56.03;-9.97
38;98;9;15.63;23.38;-45.78;12.59;54.88;-11.52
27;114;9;36.38;36.38;-99.85;12.68;56.13;-11.23
37;104;9;27.65;32.78;-74.04;10.45;55.97;-10.47
41;94;9;13.43;30.15;-33.33;9.66;56.56;-9.09
48;97;10;16.72;27.53;-39.73;10.88;56.48;-9.42
50;98;11;23.07;39.25;-52.31;10.41;56.29;-8.46
41;95;9;17.33;13.73;-11.72;10.97;56.49;-7.15
45;103;10;26.00;29.72;-74.46;10.08;57.03;-8.18
31;90;9;31.19;-0.85;-65.98;17.49;56.08;-11.76
25;126;12;9.83;-8.00;18.86;14.86;56.82;-5.21
0;107;9;2.50;-18.80;16.66;15.67;56.18;-6.88
0;193;17;3.60;-28.56;21.00;14.92;57.10;-7.28
14;201;32;6.84;-38.21;22.28;15.81;56.21;-6.91
82;234;81;6.59;-20.57;41.02;15.06;56.46;-7.23
0;96;9;11.66;-1.22;16.17;16.47;55.65;-7.39
14;211;50;-0.55;-14.53;32.59;16.02;56.14;-7.23
102;267;89;13.55;-44.25;41.26;16.38;55.96;-7.39
95;311;81;-4.52;-48.16;16.11;14.44;57.60;-7.31
69;303;33;1.95;-40.89;31.98;16.39;56.76;-6.19
26;146;13;0.92;-8.06;24.78;16.26;56.21;-6.84
18;221;13;-0.92;-23.44;37.29;17.54;56.30;-7.07
0;199;12;-1.83;-23.38;35.22;17.65;56.85;-8.18
15;206;15;6.23;-33.63;24.96;15.89;57.10;-6.62
23;145;10;1.77;-23.25;21.73;16.98;56.91;-7.43
13;89;12;23.62;28.50;7.75;14.82;57.12;-5.82
0;104;11;10.99;10.19;15.08;15.95;55.85;-6.42
12;135;18;-4.09;-24.60;20.02;17.96;56.51;-7.47
21;196;12;-0.85;-23.93;35.34;16.14;56.58;-5.52
0;85;10;-14.34;69.40;7.26;18.47;56.40;-9.01
27;90;10;25.45;11.23;14.71;16.06;57.32;-5.15
250;338;239;29.42;-36.56;27.83;16.30;55.87;-7.59
41;85;9;-7.08;13.92;22.71;15.94;57.52;-6.73
26;57;15;29.66;7.57;-7.14;16.43;57.17;-6.91
0;214;10;-4.52;-18.74;25.39;16.53;56.69;-6.25
9;92;11;23.44;35.16;19.23;15.31;56.99;-6.23
24;206;15;16.85;-26.18;34.48;17.20;56.98;-6.63
29;142;10;-0.73;-31.62;19.59;16.72;56.69;-6.18a
128;315;112;5.00;-40.22;16.78;16.77;56.20;-7.02
11;92;11;6.23;6.47;-21.73;17.69;55.75;-5.96
65;91;14;5.98;-2.08;33.08;-3.27;53.98;-11.95
75;115;13;9.58;-6.41;-10.93;22.96;55.30;-8.19
40;99;14;5.80;-29.42;-43.15;13.82;56.03;-9.97
38;98;9;15.63;23.38;-45.78;12.59;54.88;-11.52
27;114;9;36.38;36.38;-99.85;12.68;56.13;-11.23
37;104;9;27.65;32.78;-74.04;10.45;55.97;-10.47
41;94;9;13.43;30.15;-33.33;9.66;56.56;-9.09
48;97;10;16.72;27.53;-39.73;10.88;56.48;-9.42
50;98;11;23.07;39.25;-52.31;10.41;56.29;-8.46
41;95;9;17.33;13.73;-11.72;10.97;56.49;-7.15
45;103;10;26.00;29.72;-74.46;10.08;57.03;-8.18
31;90;9;31.19;-0.85;-65.98;17.49;56.08;-11.76
25;126;12;9.83;-8.00;18.86;14.86;56.82;-5.21
0;107;9;2.50;-18.80;16.66;15.67;56.18;-6.88
0;193;17;3.60;-28.56;21.00;14.92;57.10;-7.28
14;201;32;6.84;-38.21;22.28;15.81;56.21;-6.91
82;234;81;6.59;-20.57;41.02;15.06;56.46;-7.23
0;96;9;11.66;-1.22;16.17;16.47;55.65;-7.39
14;211;50;-0.55;-14.53;32.59;16.02;56.14;-7.23
102;267;89;13.55;-44.25;41.26;16.38;55.96;-7.39
95;311;81;-4.52;-48.16;16.11;14.44;57.60;-7.31
69;303;33;1.95;-40.89;31.98;16.39;56.76;-6.19
26;146;13;0.92;-8.06;24.78;16.26;56.21;-6.84
18;221;13;-0.92;-23.44;37.29;17.54;56.30;-7.07
0;199;12;-1.83;-23.38;35.22;17.65;56.85;-8.18
15;206;15;6.23;-33.63;24.96;15.89;57.10;-6.62
23;145;10;1.77;-23.25;21.73;16.98;56.91;-7.43
13;89;12;23.62;28.50;7.75;14.82;57.12;-5.82
0;104;11;10.99;10.19;15.08;15.95;55.85;-6.42
12;135;18;-4.09;-24.60;20.02;17.96;56.51;-7.47
21;196;12;-0.85;-23.93;35.34;16.14;56.58;-5.52
0;85;10;-14.34;69.40;7.26;18.47;56.40;-9.01
27;90;10;25.45;11.23;14.71;16.06;57.32;-5.15
250;338;239;29.42;-36.56;27.83;16.30;55.87;-7.59
41;85;9;-7.08;13.92;22.71;15.94;57.52;-6.73
26;57;15;29.66;7.57;-7.14;16.43;57.17;-6.91
0;214;10;-4.52;-18.74;25.39;16.53;56.69;-6.25
9;92;11;23.44;35.16;19.23;15.31;56.99;-6.23
24;206;15;16.85;-26.18;34.48;17.20;56.98;-6.63
29;142;10;-0.73;-31.62;19.59;16.72;56.69;-6.18
128;315;112;5.00;-40.22;16.78;16.77;56.20;-7.02
11;92;11;6.23;6.47;-21.73;17.69;55.75;-5.96
