9;44;12;-21.30;-23.44;84.47;-9.11;55.35;-5.25
0;76;12;-19.53;102.29;-57.07;-7.92;56.63;-5.69
55;50;14;-74.89;47.85;-29.85;-8.42;54.94;-5.96
29;123;20;5.13;-20.20;103.52;1.27;58.68;-6.98
51;44;11;-51.21;16.72;-1.95;-10.11;54.97;-4.00
44;47;9;-55.05;32.71;-27.16;-9.69;54.61;-6.08
20;117;10;3.48;-14.89;72.33;1.72;58.90;-6.42
39;62;10;-49.87;24.23;-13.61;-8.84;55.68;-6.16
27;108;14;5.00;10.56;107.12;0.76;58.29;-6.46
45;121;14;11.41;-15.50;79.59;2.87;59.24;-5.38
32;66;11;-58.78;59.75;-16.36;-7.12;55.99;-7.39
43;144;20;-2.69;4.70;84.90;2.95;58.42;-7.13
0;63;12;-12.45;11.72;44.37;-7.18;56.23;-7.85
45;49;15;-59.69;31.01;-3.54;-8.94;54.99;-6.02
19;110;12;20.87;-4.21;88.62;1.93;58.68;-5.90
45;58;12;-37.72;33.75;-17.70;-10.24;54.38;-6.41
35;59;14;-92.65;70.68;-24.66;-8.69;54.30;-7.78
41;131;19;6.04;-13.18;91.80;3.53;59.20;-6.68
0;55;10;-19.71;3.42;60.85;-7.80;55.82;-4.74
34;58;11;-48.34;26.37;-0.06;-9.99;54.59;-7.28
27;123;12;12.02;-7.57;96.01;2.72;58.64;-5.09
19;64;9;-58.23;18.55;-8.18;-9.17;56.15;-4.00
42;116;10;-2.75;5.68;64.82;3.78;58.09;-7.45
24;59;13;-44.92;19.17;-17.21;-6.85;56.38;-5.58
10;137;16;33.45;-49.62;78.12;0.70;58.54;-7.85
24;52;18;-76.72;57.13;0.31;-6.54;57.07;-5.13
17;143;15;6.77;-34.42;86.24;3.41;59.90;-5.53
40;54;10;-53.16;53.04;14.89;-9.69;54.88;-5.10
23;132;16;0.06;-19.71;99.49;3.17;59.36;-5.54
0;54;24;-77.27;52.67;-10.50;-7.90;55.71;-7.03
19;127;20;10.80;-17.15;93.57;3.47;59.12;-5.68
26;54;15;-43.95;18.19;-26.31;-8.28;55.97;-7.28
24;189;23;17.27;-34.61;74.95;1.40;58.61;-7.08
31;45;13;-73.73;43.27;-29.17;-9.63;54.39;-8.36
13;198;25;-15.20;6.41;78.80;-2.32;58.29;-5.16
33;105;18;0.12;21.42;44.25;9.83;57.30;-8.84
104;129;16;-4.88;3.30;69.27;5.90;56.75;-2.29
9;44;12;-21.30;-23.44;84.47;-9.11;55.35;-5.25
0;76;12;-19.53;102.29;-57.07;-7.92;56.63;-5.69
55;50;14;-74.89;47.85;-29.85;-8.42;54.94;-5.96
29;123;20;5.13;-20.20;103.52;1.27;58.68;-6.98
51;44;11;-51.21;16.72;-1.95;-10.11;54.97;-4.00
44;47;9;-55.05;32.71;-27.16;-9.69;54.61;-6.08
20;117;10;3.48;-14.89;72.33;1.72;58.90;-6.42
39;62;10;-49.87;24.23;-13.61;-8.84;55.68;-6.16
27;108;14;5.00;10.56;107.12;0.76;58.29;-6.46
45;121;14;11.41;-15.50;79.59;2.87;59.24;-5.38
32;66;11;-58.78;59.75;-16.36;-7.12;55.99;-7.39
43;144;20;-2.69;4.70;84.90;2.95;58.42;-7.13
0;63;12;-12.45;11.72;44.37;-7.18;56.23;-7.85
45;49;15;-59.69;31.01;-3.54;-8.94;54.99;-6.02
19;110;12;20.87;-4.21;88.62;1.93;58.68;-5.90
45;58;12;-37.72;33.75;-17.70;-10.24;54.38;-6.41
35;59;14;-92.65;70.68;-24.66;-8.69;54.30;-7.78
41;131;19;6.04;-13.18;91.80;3.53;59.20;-6.68
0;55;10;-19.71;3.42;60.85;-7.80;55.82;-4.74
34;58;11;-48.34;26.37;-0.06;-9.99;54.59;-7.28
27;123;12;12.02;-7.57;96.01;2.72;58.64;-5.09
19;64;9;-58.23;18.55;-8.18;-9.17;56.15;-4.00
42;116;10;-2.75;5.68;64.82;3.78;58.09;-7.45
24;59;13;-44.92;19.17;-17.21;-6.85;56.38;-5.58
10;137;16;33.45;-49.62;78.12;0.70;58.54;-7.85
24;52;18;-76.72;57.13;0.31;-6.54;57.07;-5.13
17;143;15;6.77;-34.42;86.24;3.41;59.90;-5.53
40;54;10;-53.16;53.04;14.89;-9.69;54.88;-5.10
23;132;16;0.06;-19.71;99.49;3.17;59.36;-5.54
0;54;24;-77.27;52.67;-10.50;-7.90;55.71;-7.03
19;127;20;10.80;-17.15;93.57;3.47;59.12;-5.68
26;54;15;-43.95;18.19;-26.31;-8.28;55.97;-7.28
24;189;23;17.27;-34.61;74.95;1.40;58.61;-7.08
31;45;13;-73.73;43.27;-29.17;-9.63;54.39;-8.36
13;198;25;-15.20;6.41;78.80;-2.32;58.29;-5.16
33;105;18;0.12;21.42;44.25;9.83;57.30;-8.84
